itr,N1,N2,d1,d2,freq,move_tx,move_rx,offset_tx,offset_rx,per,space1,space2,space3,space4,l1,l2,h1,w1,I1,I2,Lmt,Lmr,k,Y,Z,AA,AB,AC,I1,I2,AF,AG,AH,copperloss_tx,copperloss_rx
49,14,20,1.629308977,1.629685331,39996.00667,2.311589442,2.843309105,5.481316009,0.238686427,3501.063107,3.295297296,8.76037744,4.277005094,9.000131669,8.071768853,15.00407366,33.40807244,32.79771247,4.007502646,8.171857174,7.396556019,15.08260997,0.999078437,4.014899202,8.186939784,5.727930066,46.35246541,94.49494705,4.35135 + 0i,3.1643 + 0i,0.04635246541 + 1.00895349i,0.09449494705 + 2.057396973i,0.06605548869 + 1.439442123i,0.897154604,1.127699565
50,14,20,1.629211024,1.629683304,39993.20336,2.403688026,2.834223236,3.145634835,0.238673367,3500.523489,3.584628722,8.87549249,4.276705447,9.001853155,8.001314019,15.03752994,33.41430493,32.36269594,3.919387626,7.993744221,5.92103387,12.07617995,0.999245503,3.92530866,8.005820401,5.601599184,45.31486453,92.39619201,4.35222 + 0i,3.16432 + 0i,45.31486453 + 986.3700396i,0.09239619201 + 2.01174024i,0.06459258908 + 1.407596214i,0.909875779,1.107623704
51,14,20,1.629195607,1.629919328,39995.42664,2.356642466,2.846673417,4.014240846,0.231422714,3500.57448,3.585523299,8.767759331,4.287114056,9.034037947,8.198678824,15.002842,33.32110154,89.1201357,11.06637305,22.57264879,11.51927449,23.49645509,0.999479943,11.07789233,22.59614524,15.81320248,127.9679377,260.9448022,4.35156 + 0i,3.16074 + 0i,0.1279679377 + 2.783859685i,0.2609448022 + 5.678381404i,0.1825215113 + 3.973836863i,1.583242271,2.139063502
52,14,20,1.629162604,1.629948571,39996.42971,2.409021021,2.847145072,3.990120019,-0.11539789,3500.725535,3.578499644,8.804944335,4.276866106,9.001603682,8.059451217,15.00334336,33.33327209,37.21827701,4.544290818,9.268127797,6.854354078,13.97952554,0.99924668,4.551145172,9.282107322,6.494658966,52.54885624,107.1492032,4.3508 + 0i,3.16061 + 0i,0.05254885624 + 1.143725444i,0.1071492032 + 2.33263979i,0.07491208777 + 1.632140138i,0.957938928,1.177931414
53,14,20,1.629179359,1.629942307,39995.60669,2.506960893,2.979223326,5.382107217,-0.199066162,3500.834814,4.907001374,9.568560163,4.285313232,9.059677214,14.891592,15.7271532,34.88002965,99.17443396,19.12179463,39.00881442,14.29564753,29.16338516,0.999626404,19.13609027,39.0379778,27.32171653,221.0443184,450.872786,4.3515 + 0i,3.16018 + 0i,0.2210443184 + 4.808895818i,0.450872786 + 9.810236338i,0.3154374605 + 6.865942126i,1.740501518,2.440453094
54,14,20,1.629161019,1.629744708,39996.47844,2.482438339,2.846837924,4.052619625,0.267160182,3500.533891,3.585947019,8.771140301,4.326348153,9.011177016,8.01322522,15.09050695,33.40806448,40.42861607,4.89965421,9.993346208,6.798695299,13.86663486,0.999306928,4.906452905,10.00721284,7.002276954,56.65400672,115.5246908,4.35145 + 0i,3.16129 + 0i,0.05665400672 + 1.233017549i,0.1155246908 + 2.514865482i,0.08077327372 + 1.75970921i,0.987499145,1.23597807
55,14,20,1.629173259,1.629898323,39996.26356,2.36973321,2.834082335,4.287710682,0.241480852,3500.583108,3.641123118,8.773202183,4.303302259,9.032331161,8.005325893,15.00712369,33.37087566,30.38794555,3.686237376,7.517518926,6.155043804,12.55227311,0.999166176,3.69239242,7.530071199,5.268551025,42.62742397,86.91014722,4.35066 + 0i,3.16463 + 0i,42.62742397 + 927.9127466i,0.08691014722 + 1.892336527i,0.06075207497 + 1.324007607i,0.896283963,1.091006709
56,14,20,1.629169883,1.629688775,39996.71307,2.442019375,2.840005375,3.962538547,0.23787054,3500.567104,3.306922739,8.772570025,4.302978202,8.992460069,8.013538734,15.03760887,33.32168573,93.85029183,11.4121716,23.27847138,12.08253593,24.64587606,0.999471049,11.42425414,23.30311725,16.30764155,131.9692604,269.1164161,4.35233 + 0i,3.16293 + 0i,0.1319692604 + 2.870992292i,0.2691164161 + 5.856230893i,0.1882357578 + 4.09822056i,1.578660575,2.141942137
57,14,20,1.629169883,1.629687259,39996.14223,2.477356806,2.830016482,2.036710475,0.253481017,3500.566972,3.316292601,8.771289006,4.051297922,9.013409228,8.00515541,15.04291316,33.30090573,22.48203168,2.728550837,5.564872562,4.931344748,10.0574652,0.999097567,2.733482182,5.574930028,3.900189738,31.54481839,64.32156796,4.35375 + 0i,3.16299 + 0i,31.54481839 + 686.9327462i,0.06432156796 + 1.400997606i,44.95169371 + 980.1300573i,0.790497379,0.9032085
58,14,20,1.629335726,1.629953672,39996.26591,2.419974817,2.851881008,4.296557971,0.237956896,3500.554805,3.128329328,8.760848824,4.321896195,9.000355414,8.518316021,15.02290832,33.40800703,74.32978937,9.503288176,19.38404582,10.92176607,22.27734337,0.999425864,9.514209942,19.40632316,13.58027546,109.8938126,224.0955275,4.35308 + 0i,3.16405 + 0i,0.1098938126 + 2.390958543i,0.2240955275 + 4.876885673i,0.156739129 + 3.412776869i,1.356756169,1.813520417
59,14,20,1.629309663,1.629701424,39994.12134,2.412875468,2.851883749,4.296557971,0.238023388,3501.068422,3.295297296,8.760848824,4.276049963,9.000355414,8.338360624,15.00251091,33.40807279,95.25779672,11.97784784,24.43194975,12.71050695,25.92639942,0.999469838,11.99055834,24.45787615,17.11586162,138.504404,282.4412897,4.35235 + 0i,3.16156 + 0i,0.138504404 + 3.013113108i,0.2824412897 + 6.14603133i,0.1975611964 + 4.301053006i,1.613765191,2.215020619
60,14,20,1.629161019,1.629924697,39996.48129,2.482438339,2.846837924,4.052619625,0.267160182,3500.533891,3.313417704,8.771192119,4.275805092,9.011143546,8.01322522,15.09050695,33.40806448,41.09229666,4.983459785,10.16422719,7.099506032,14.48009924,0.999288453,4.990559291,10.17870729,7.12216108,57.62539173,117.5039244,4.35148 + 0i,3.16442 + 0i,0.05762539173 + 1.254154018i,0.1175039244 + 2.557963126i,0.08215795134 + 1.789836852i,0.980393389,1.232199198
61,14,20,1.62921278,1.629688696,39996.26035,2.530714471,2.961984638,5.359691155,-0.261614991,3500.837291,4.809352595,9.464728279,4.287496738,9.059684297,15.00419762,15.74347391,34.88000836,99.89299547,19.35636659,39.48780682,14.29008376,29.1523755,0.999631073,19.37065667,39.51695919,27.6569114,223.757902,456.4144173,4.35132 + 0i,3.16028 + 0i,0.223757902 + 4.867921864i,0.4564144173 + 9.930766568i,0.3193142491 + 6.950290122i,1.742981053,2.452669114
62,14,20,1.629159737,1.6299691,39996.11865,2.407511508,2.852439258,4.073111165,0.237884993,3500.58547,3.746205842,8.767863633,4.322441107,9.000505455,8.224243936,15.00251091,33.40566195,94.44624335,11.73012284,23.92706472,11.58170664,23.62432584,0.999506692,11.74170455,23.95068904,16.76139984,135.6393969,276.5988189,4.35231 + 0i,3.16416 + 0i,0.1356393969 + 2.950725873i,0.2765988189 + 6.018880608i,0.1934725581 + 4.212190484i,1.623919005,2.231773179
63,14,20,1.629082403,1.629626899,39994.07948,2.409534411,2.846976842,4.99873684,-0.119782517,3500.665995,3.293356312,8.560288536,4.300719305,9.001604434,8.351822859,15.0036432,33.40797785,43.1482268,5.423384372,11.06075472,8.138927672,16.59898626,0.999250488,5.4315233,11.07735371,7.750919106,62.71807189,127.8780428,4.35178 + 0i,3.16135 + 0i,0.06271807189 + 1.364888644i,0.1278780428 + 2.783630568i,0.08941297237 + 1.947730109i,1.01412528,1.296205805
64,14,20,1.629032133,1.629671468,39994.08331,2.412004714,2.846976135,4.280534365,0.26452668,3500.521993,3.708864526,8.773237428,4.301471449,9.008488765,8.209597578,15.08870717,33.4080506,71.21606626,8.815166594,17.98046232,9.709554248,19.80476177,0.999449724,8.824876148,18.00026709,12.59664055,101.9276048,207.8455711,4.35153 + 0i,3.16129 + 0i,0.1019276048 + 2.217605216i,0.2078455711 + 4.523291376i,0.1453665052 + 3.165412784i,1.339367747,1.790921881
65,14,20,1.629173259,1.629900146,39993.44301,2.488466287,2.834354231,3.208355946,0.241480852,3500.552457,3.641123118,8.773202183,4.303302259,9.00172892,8.005325893,15.00920107,33.37087566,30.2131706,3.66479429,7.474657214,5.511491775,11.24115257,0.999248896,3.670305782,7.485898367,5.237774106,42.36922672,86.39496078,4.35066 + 0i,3.16324 + 0i,42.36922672 + 922.2972423i,0.08639496078 + 1.881103055i,0.06039316859 + 1.316180422i,0.899650188,1.068375736
66,14,20,1.629197083,1.629944423,39994.77288,2.357029938,2.843659571,3.807970636,-0.197717821,3500.505838,3.539249957,8.777778354,4.300119644,9.009633206,8.000810439,15.06987314,33.4099338,31.79905843,3.848624911,7.848862741,6.323604284,12.89632095,0.99917947,3.854948515,7.861759062,5.500632852,44.50418868,90.73805178,4.35145 + 0i,3.16491 + 0i,44.50418868 + 968.7276268i,0.09073805178 + 1.975617357i,0.06342937257 + 1.382279163i,0.906516048,1.102598409
67,14,20,1.629162281,1.629675702,39996.24999,2.487102141,2.815966139,0.087844864,0.243163739,3500.56699,3.541252503,8.852616375,4.276941986,9.032578587,8.010386454,15.03746369,33.33145992,22.11991765,2.684590409,5.475484651,4.567839419,9.316555159,0.999150332,2.689158249,5.484801206,3.837244417,31.03382063,63.28280085,4.35206 + 0i,3.16073 + 0i,31.03382063 + 675.7958219i,0.06328280085 + 1.378351661i,44.22325102 + 964.3142965i,0.796575052,0.903635993
68,14,20,1.629212765,1.629432598,39995.64989,2.556652951,2.982682212,5.359726675,-0.21144108,3500.837663,3.949978989,9.557642323,4.355133574,9.039960318,9.131225734,15.72294855,34.88655198,99.89219473,13.05423598,26.62740208,14.84062421,30.27119079,0.999432062,13.06907661,26.65767327,18.65463904,150.9474788,307.8431458,4.35069 + 0i,3.16313 + 0i,0.1509474788 + 3.284259993i,0.3078431458 + 6.699075418i,0.2153293695 + 4.687912277i,1.577269173,2.112594251
69,14,20,1.629306601,1.629774938,39996.00667,2.311558948,2.843309105,4.042447571,0.238120775,3501.063107,3.295297296,8.76037744,4.277005094,9.000131669,8.194529628,15.00266808,33.40807244,51.91944883,6.428425968,13.1111025,8.504894406,17.34616574,0.999339149,6.436930863,13.12844866,9.186689301,74.33980638,151.5765744,4.35135 + 0i,3.16433 + 0i,0.07433980638 + 1.617615669i,0.1515765744 + 3.299209626i,0.1059999736 + 2.308636348i,1.137760485,1.488286777
70,14,20,1.629213869,1.629714066,39994.89603,2.522252302,2.966818053,5.359691155,-0.204037371,3500.837291,4.792146023,9.561238538,4.35871556,9.059647168,13.96703113,15.72210249,34.88011761,99.89311626,18.34866252,37.43139432,14.25156392,29.07328577,0.999611872,18.36291408,37.46046761,26.21735071,212.1087546,432.6419217,4.35143 + 0i,3.16052 + 0i,0.2121087546 + 4.614514795i,0.4326419217 + 9.413641062i,0.3026777639 + 6.588298141i,1.707277574,2.433147747
71,14,20,1.629163145,1.629630033,39994.59453,2.411827542,2.846933872,0.384960216,0.253158024,3500.669612,3.534175359,8.854629353,4.301096749,9.001603682,8.169745647,15.00356466,33.40801035,43.44316952,5.362137536,10.93760696,6.325433607,12.9025237,0.999410697,5.36846297,10.95050948,7.662776125,61.98933248,126.4117547,4.35214 + 0i,3.16161 + 0i,0.06198933248 + 1.349059574i,0.1264117547 + 2.751791293i,0.08839824627 + 1.925605439i,1.053259679,1.273219209
72,14,20,1.629335726,1.629684257,39994.12235,2.412875468,2.851881008,4.296557971,0.237889664,3500.554805,3.591938076,8.760848824,4.323117039,9.000355414,8.22920732,15.00251118,33.40800703,37.02719605,4.596707197,9.374945637,6.742531731,13.75133671,0.999267397,4.603449729,9.388696974,6.569405677,53.15132296,108.3737309,4.35308 + 0i,3.16407 + 0i,0.05315132296 + 1.156803101i,0.1083737309 + 2.359290187i,0.07576911183 + 1.650829118i,0.968276358,1.201109696
73,14,20,1.629194642,1.629683823,39998.55266,2.365052981,2.847317177,4.071654078,-0.223159019,3500.577074,3.141764346,8.729266575,4.304023489,9.001085201,8.005224911,15.08409122,33.30418949,39.4081381,4.778494062,9.745517464,7.475576551,15.24609236,0.999218706,4.785969639,9.760763557,6.829476605,55.26634218,112.6822921,4.35179 + 0i,3.16176 + 0i,0.05526634218 + 1.202801841i,0.1126822921 + 2.453058683i,0.07878289368 + 1.716372576i,0.980985187,1.209287938
74,14,20,1.629189352,1.629685696,39997.17943,2.310407937,2.853318919,5.500337997,0.064523599,3500.546502,3.631839425,8.759671607,4.302951114,9.014280992,9.253091349,14.99129097,33.4529992,99.91473531,13.67922018,27.90121797,14.64558307,29.87228806,0.999465107,13.69386576,27.93109026,19.5467525,158.2068981,322.5967428,4.35231 + 0i,3.16312 + 0i,0.1582068981 + 3.441401161i,0.3225967428 + 7.019353639i,0.2256504068 + 4.912288315i,1.704244438,2.473956441
75,14,20,1.629321116,1.629689134,39996.29104,2.491213567,2.833985061,4.28217278,0.228722794,3500.55191,3.539394135,8.775174382,4.269085842,9.001439818,8.069072381,15.03243042,33.36055817,21.55677998,2.631632813,5.36661036,5.271410473,10.74983027,0.998999955,2.636904223,5.37736019,3.761813063,30.42953135,62.04170276,4.35266 + 0i,3.16068 + 0i,30.42953135 + 662.6648642i,0.06204170276 + 1.351352707i,43.35264779 + 945.3590771i,0.763434092,0.920472693
76,14,20,1.629170114,1.629714195,39995.41769,2.529788359,2.966824179,5.486078901,-0.36990924,3500.824908,4.802652468,9.561296957,4.13713327,9.033315568,13.29389671,15.72058759,34.8447268,98.92594785,17.49749926,35.69459989,14.485976,29.55114383,0.999586313,17.51198523,35.72415103,25.00166607,202.2845635,412.5891797,4.35131 + 0i,3.16316 + 0i,0.2022845635 + 4.400737737i,0.4125891797 + 8.977429884i,0.2886377097 + 6.282884201i,1.674539404,2.362712098
77,14,20,1.629173197,1.629673678,39994.83676,2.531213143,2.965446553,5.326669866,-0.244016022,3500.834076,4.7522445,9.55947124,4.265345717,8.991839505,11.67846248,15.72218847,34.88546081,99.96933744,15.95982398,32.55687387,13.91449524,28.38455281,0.999564362,15.97373848,32.58525843,22.80471418,184.5099823,376.3241612,4.35028 + 0i,3.16415 + 0i,0.1845099823 + 4.014120142i,0.3763241612 + 8.18851156i,0.2632566429 + 5.730709981i,1.68324543,2.315511427
78,14,20,1.629175786,1.629688285,39996.4843,2.413841524,2.846947914,0.098948371,0.230119283,3500.665734,3.545358631,8.560288536,4.322836415,9.001436118,8.010182537,15.00365006,33.40457855,43.1482268,5.237491991,10.68327399,5.964541433,12.16628693,0.999431078,5.243456533,10.69544027,7.484469439,60.55162031,123.4721412,4.35214 + 0i,3.16156 + 0i,0.06055162031 + 1.317708535i,0.1234721412 + 2.687821068i,0.08634224064 + 1.880887006i,1.064273905,1.281555603
79,14,20,1.629174343,1.629639547,39996.25658,2.367505407,2.836553261,0.32995104,0.219667166,3500.57957,3.592191206,8.746560603,3.941276064,9.006425644,8.044560057,15.06977702,33.35804036,38.79766541,4.722697345,9.632911309,5.998031963,12.23421822,0.999365582,4.728695377,9.645145527,6.749155738,54.60075556,111.3379579,4.35144 + 0i,3.16052 + 0i,0.05460075556 + 1.188339551i,0.1113379579 + 2.423862607i,0.07785100765 + 1.696089103i,1.012784327,1.193421458
80,14,20,1.629172927,1.629701435,39994.75014,2.398730013,2.842982149,4.499732757,-0.258100331,3500.721852,4.065282374,8.803343354,4.271843364,8.962026369,8.966027328,15.00450885,33.40550741,71.30842068,9.517442068,19.4133509,10.0795884,20.55999765,0.999470888,9.527521657,19.4339109,13.60004122,110.0492525,224.4194817,4.35085 + 0i,3.16444 + 0i,0.1100492525 + 2.39421309i,0.2244194817 + 4.883633493i,0.156957969 + 3.417614557i,1.383219638,1.832341928
81,14,20,1.629169883,1.629916492,39996.14223,2.48952443,2.834214681,2.039012478,0.253651613,3500.570074,3.316700064,8.771289006,4.057072666,9.001041656,8.004768239,15.04308751,33.30090573,20.82596282,2.526636726,5.152960291,4.781856267,9.75237762,0.999055052,2.531418582,5.162712668,3.611689277,29.20996415,59.5602107,4.35375 + 0i,3.16295 + 0i,29.20996415 + 636.1535224i,0.0595602107 + 1.297406076i,41.62020589 + 907.6289759i,0.76466976,0.879880949
82,14,20,1.62916407,1.629959882,39996.03812,2.492200842,2.846843766,4.058588581,0.269314817,3500.662458,3.634583321,8.773481963,3.95007968,9.035428188,8.062964893,15.00223816,33.40316438,47.7555693,5.831056781,11.89350107,7.560347068,15.42070319,0.999352347,5.838617128,11.90892177,8.333162607,67.42452342,137.490844,4.35206 + 0i,3.16145 + 0i,0.06742452342 + 1.467259192i,0.137490844 + 2.99274204i,0.09614243693 + 2.094144755i,1.06284376,1.35182355
83,14,20,1.62916818,1.629687198,39994.03524,2.34645083,2.836716729,4.889989313,0.243792216,3500.813981,3.591062169,8.765812207,4.237250071,9.008431505,8.003189876,15.00178599,33.29967019,20.96994508,2.544984301,5.189152775,5.590222937,11.39831034,0.998903524,2.550574524,5.200551086,3.638038052,29.4315976,59.99617825,4.35272 + 0i,3.16441 + 0i,29.4315976 + 640.9337053i,0.05999617825 + 1.306846142i,41.92040761 + 914.2023442i,0.778426081,0.913136181
84,14,20,1.629174222,1.630018112,39995.40012,2.53734524,2.834096734,5.487261265,-0.354696273,3500.825319,4.08047221,9.463325957,4.382797022,9.068780235,13.02128635,15.7621647,34.88542593,99.18587735,17.23828753,35.16625351,15.49629807,31.61258015,0.99955083,17.25378383,35.19786609,24.63231487,199.2955501,406.5093322,4.35135 + 0i,3.16411 + 0i,0.1992955501 + 4.335850175i,0.4065093322 + 8.845171316i,0.2843766237 + 6.190064035i,1.715457888,2.392803426
85,14,20,1.629174369,1.629626899,39996.4843,2.411827542,2.846933872,0.098948371,0.253464129,3500.665995,3.547775041,8.560288536,4.300806957,9.001603682,8.010289798,15.00365006,33.40801035,43.1482268,5.237173044,10.68258467,5.97916097,12.19606317,0.99942965,5.243152205,10.69478073,7.48401078,60.54706015,123.4648792,4.35214 + 0i,3.16144 + 0i,0.06054706015 + 1.317632056i,0.1234648792 + 2.687655321i,0.08633718789 + 1.880771743i,1.058427297,1.281903858
86,14,20,1.629187748,1.629954643,39996.08936,2.527151574,2.846830066,4.28714498,0.241472281,3500.553441,3.643294061,8.773243849,4.303302053,9.000250284,8.855751647,15.01974429,33.37088357,96.42693778,12.75309622,26.01509547,11.96613172,24.40976322,0.999531184,12.76506235,26.03950523,18.22318072,147.4612048,300.7298444,4.35069 + 0i,3.16145 + 0i,0.1474612048 + 3.207896434i,0.3007298444 + 6.543801642i,0.2103600531 + 4.579537087i,1.622104357,2.244393372
87,14,20,1.62919449,1.629708414,39996.24999,2.346416604,2.840365507,0.09716644,0.237570655,3500.56699,3.54312831,8.854146884,4.276941986,9.032622165,8.027728422,15.03746369,33.36964022,22.11991765,2.688418837,5.482707148,4.73435094,9.655139809,0.999120653,2.693153188,5.492362287,3.842625435,31.08049191,63.36913388,4.35208 + 0i,3.16073 + 0i,31.08049191 + 676.7997656i,0.06336913388 + 1.38025179i,44.28603713 + 965.666567i,0.818107006,0.923372111
88,14,20,1.629299301,1.629685696,39997.17943,2.310407937,2.853318919,5.500337997,0.245163298,3501.063723,3.295297296,8.759671607,4.27693562,9.447708978,9.256674578,14.99081422,33.4529992,99.91473531,13.70247337,27.9485384,15.31272286,31.23291769,0.99944171,13.71778609,27.97977132,19.58040019,158.4779289,323.1507245,4.35231 + 0i,3.16312 + 0i,0.1584779289 + 3.447412573i,0.3231507245 + 7.031587661i,0.2260421794 + 4.920744304i,1.695580958,2.387244599
89,14,20,1.629211024,1.629920433,39997.18715,2.489519648,2.833934712,3.217810986,0.237954346,3500.570063,3.287138883,8.768053513,4.278153163,9.001853155,8.000230271,15.03794641,33.409219,25.94810891,3.141670872,6.407375486,5.431626893,11.07769541,0.999136671,3.147102499,6.418453182,4.490508591,36.32482011,74.06842387,4.35241 + 0i,3.16439 + 0i,36.32482011 + 790.8975066i,0.07406842387 + 1.613019792i,0.05176988 + 1.12850854i,0.824644283,0.977403279
90,14,20,1.629161258,1.629677321,39994.77587,2.355572809,2.848680847,4.967354856,-0.131779308,3501.079773,4.090070354,8.804050696,4.299580732,9.001603682,9.970973235,15.00331036,33.3212171,97.55476755,14.22019221,29.00668575,13.17926376,26.88337518,0.999536922,14.23337148,29.03356912,20.31902885,164.4264324,335.3180485,4.35104 + 0i,3.16146 + 0i,0.1644264324 + 3.576769223i,0.3353180485 + 7.295978794i,0.2345558601 + 5.106061987i,1.687440519,2.377680686
91,14,20,1.629189075,1.629954643,39996.08936,2.527482733,2.846830066,3.880936213,0.240562293,3500.775634,3.53449998,8.767977995,4.30079535,9.006645747,8.898290143,15.01982361,33.37088357,96.42693778,12.8028222,26.11681545,11.75823045,23.98592513,0.999541111,12.81458043,26.14080138,18.29415295,148.0305416,301.9003185,4.35225 + 0i,3.16145 + 0i,0.1480305416 + 3.220340469i,0.3019003185 + 6.569257652i,0.2111803311 + 4.59737261i,1.617724328,2.220293616
92,14,20,1.629174232,1.629898896,39993.50871,2.488482489,2.83500794,3.208355946,0.237762407,3500.552457,3.626492688,8.773202183,3.898204263,9.008828369,8.005325893,15.00920107,33.37087566,33.82978102,4.104348293,8.371386325,6.034106712,12.30739567,0.999265722,4.1103824,8.383693721,5.865969571,47.45151935,96.75983721,4.35238 + 0i,3.16428 + 0i,0.04745151935 + 1.032884126i,0.09675983721 + 2.106710111i,0.0676474296 + 1.474039704i,0.90514168,1.10694
93,14,20,1.629169883,1.629690009,39996.1358,2.486858443,2.839926974,3.967522249,0.253481017,3500.566972,3.299851388,8.771289006,4.302978202,9.013409228,8.00529628,15.03746369,33.30021569,22.47523686,2.728174389,5.563623082,5.345825327,10.90185338,0.999021693,2.733520214,5.574524935,3.899778988,31.54601752,64.31890773,4.35146 + 0i,3.16299 + 0i,31.54601752 + 686.9421934i,0.06431890773 + 1.40089558i,44.94705951 + 980.026677i,0.788170817,0.912298994
94,14,20,1.62916976,1.629962142,39996.04387,2.492200842,2.846843766,4.058588581,0.252882291,3500.662458,3.301411975,8.773481963,3.95007968,9.035428188,8.062799168,15.00223816,33.40316438,48.25974316,5.890803128,12.01522279,7.990742524,16.29838065,0.99932245,5.89879387,12.03152117,8.418748278,68.11757378,138.9039476,4.35192 + 0i,3.16145 + 0i,0.06811757378 + 1.482381972i,0.1389039476 + 3.023552013i,0.09713224644 + 2.115652953i,1.049901841,1.344028153
95,14,20,1.629309663,1.629701424,39996.25993,2.311589442,2.851706001,5.500337997,0.238023388,3501.063723,3.295297296,8.76037744,4.277005094,9.000131669,8.338360624,15.00251091,33.40807244,98.70124133,12.41498856,25.32125193,14.81831355,30.22300413,0.999403742,12.42980687,25.35147493,17.74086444,143.5918252,292.7785026,4.35234 + 0i,3.16427 + 0i,0.1435918252 + 3.123659101i,0.2927785026 + 6.370924844i,0.2047856678 + 4.45834865i,1.632569098,2.352976298
96,14,20,1.629211024,1.629947406,39994.7976,2.360818728,2.833348076,3.820959509,0.237954346,3500.570063,3.287138883,8.77836782,4.279324798,9.001982424,8.041186856,15.03716338,33.40995308,25.94810891,3.156257594,6.436495938,5.771041167,11.76877423,0.99908703,3.162028636,6.448264713,4.511361709,36.49654674,74.40769174,4.3525 + 0i,3.16439 + 0i,36.49654674 + 794.6011153i,0.07440769174 + 1.620414905i,0.05200590908 + 1.133681398i,0.839932135,0.990309522
97,14,20,1.629173259,1.629900146,39993.50871,2.488482489,2.834354231,3.208355946,0.233925605,3500.552457,3.641123118,8.773202183,4.303294904,9.008828369,8.005325893,15.00920107,33.37087566,33.82978102,4.102823761,8.368236523,5.836796948,11.90489776,0.999289443,4.108660558,8.380141421,5.863637381,47.43292727,96.72345056,4.35278 + 0i,3.16324 + 0i,0.04743292727 + 1.03245145i,0.09672345056 + 2.105817466i,0.06761970404 + 1.473453656i,0.934971298,1.119093849
98,14,20,1.629280919,1.630020771,39994.32852,2.350102432,2.789107334,0.033607132,0.230706459,3500.586398,3.665302237,8.767825664,4.304225233,9.001104198,8.003824254,15.00325778,33.31960451,50.56666108,6.141904467,12.52840793,6.66483687,13.59509832,0.99945787,6.148569304,12.54200303,8.776775287,71.00595589,144.7978638,4.35152 + 0i,3.16429 + 0i,0.07100595589 + 1.545084908i,0.1447978638 + 3.151702233i,0.1012601567 + 2.205531461i,1.17429545,1.430794073
99,14,20,1.629172724,1.629688529,39996.24999,2.368276816,2.846728509,4.899460419,0.241377821,3500.606591,3.303481807,8.805404122,4.271810207,8.99943,8.078813393,15.0374645,33.41188592,51.09235805,6.243093994,12.73262218,8.940477064,18.23386236,0.999284739,6.252034471,12.75085605,8.922151803,72.20051688,147.2163576,4.35102 + 0i,3.16083 + 0i,0.07220051688 + 1.571160335i,0.1472163576 + 3.204339219i,0.1029446118 + 2.242171101i,1.109132267,1.427321851
